No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur
981,SD INPRES 6/86 BATUGADING,SD,Negeri,117,8,4,7,3500,2895,85,4554898,120220878
982,SD NEGERI 233 MATTAMPAWALIE,SD,Negeri,65,8,3,7,3500,4693,73,4555105,120213666
983,SD NEGERI 234 PATTIRO,SD,Negeri,92,8,2,6,1300,679,84,4543196,120221679
984,SD NEGERI 235 CEGE,SD,Negeri,109,8,4,7,900,1488,97,4545952,120228411
985,SD NEGERI 236 KARELLA,SD,Negeri,49,8,3,6,900,4247,84,4538662,120214437
986,SD NEGERI 237 TELLONGENG,SD,Negeri,86,8,3,7,900,4564,88,4541317,120223472
987,SD NEGERI 238 UJUNG TANAH,SD,Negeri,45,9,2,7,1300,4638,72,4556058,120212144
988,SD NEGERI 239 TELLONGENG,SD,Negeri,78,8,3,7,1300,2361,96,4546365,120224527
989,SD NEGERI 240 TELLU BOCCOE,SD,Negeri,80,8,3,6,1300,4156,84,4554418,1202127
990,SD NEGERI 241 KADAI,SD,Negeri,53,8,3,7,5500,2975,90,4546188,120228547
991,SD NEGERI 242 PADAELO,SD,Negeri,113,9,3,7,900,757,87,4542822,12022232
992,SD NEGERI 243 UJUNG SALANGKETO,SD,Negeri,172,12,4,10,3500,3164,79,4554175,120224784
993,SD NEGERI 244 LAPASA,SD,Negeri,110,8,3,7,2200,2391,71,4546895,120226791
994,SD NEGERI 298 TELLONGENG,SD,Negeri,183,9,2,7,5500,901,92,4550474,120221825
995,SD INPRES 10/73 GONA,SD,Negeri,115,8,3,7,900,2204,86,4546963,120229061
996,SD INPRES 12/79 ABBUMPUNGENG,SD,Negeri,116,7,4,7,1300,2754,91,4542563,120226721
997,SD INPRES 12/79 ANCU,SD,Negeri,120,7,0,6,2200,2939,79,4552255,120229432
998,SD INPRES 12/79 LAPPABOSSE,SD,Negeri,190,9,3,7,5500,2658,71,4554723,120215584
999,SD INPRES 12/79 POLEWALI,SD,Negeri,99,7,3,7,900,2286,98,4541576,120228161
1000,SD INPRES 12/79 PUDE,SD,Negeri,119,7,4,7,900,1348,90,4540742,120228764
1001,SD INPRES 3/77 BULU TANAH,SD,Negeri,98,7,2,7,5500,1855,88,4552336,120229453
1002,SD INPRES 3/77 RAJA,SD,Negeri,154,8,1,7,1300,4666,96,4553101,120223232
1003,SD INPRES 5/81 BUARENG,SD,Negeri,102,9,4,7,5500,1129,98,454693,120218224
1004,SD INPRES 5/81 LEMO,SD,Negeri,106,8,4,7,1300,2402,76,4553249,120226699
1005,SD INPRES 6/75 AWANG TANGKA,SD,Negeri,39,8,2,7,3500,2063,90,4536995,120228324
1006,SD INPRES 6/75 BUARENG,SD,Negeri,110,8,3,7,1300,2937,87,4548134,120230732
1007,SD INPRES 6/80 KALERO,SD,Negeri,193,12,4,11,1300,4736,89,4555217,120222699
1008,SD INPRES 7/83 KALERO,SD,Negeri,50,8,4,7,1300,2683,95,4541323,120225938
1009,SD NEGERI 261 TARASU,SD,Negeri,294,14,4,13,5500,3625,73,4551033,120213368
1010,SD NEGERI 262 PUDE,SD,Negeri,156,9,3,9,3500,2152,90,4555162,120217872
1011,SD NEGERI 263 AWANG TANGKA,SD,Negeri,140,7,3,6,1300,2235,92,4550074,120214314
1012,SD NEGERI 264 PADAELO,SD,Negeri,122,7,3,6,900,4375,91,454723,120230175
1013,SD NEGERI 265 LAPPABOSSE,SD,Negeri,114,6,2,6,1300,4593,70,4547334,120223478
1014,SD NEGERI 266 GONA,SD,Negeri,163,10,3,10,900,3534,72,4537662,120215916
1015,SD NEGERI 267 MASSANGKAE,SD,Negeri,91,8,2,7,1300,4920,87,4546459,120223304
1016,SD NEGERI 268 MALLAHAE,SD,Negeri,131,8,4,7,3500,2949,91,4552876,120213457
1017,SD NEGERI 269 ANCU,SD,Negeri,79,8,2,6,2200,771,78,4540319,120211307
1018,SD NEGERI 270 MASSANGKAE,SD,Negeri,195,14,4,9,2200,526,99,4544284,12021391
1019,SD NEGERI 271 WAETUO,SD,Negeri,105,8,3,6,5500,3532,92,4549381,120216197
1020,SD NEGERI 272 ABBUMPUNGENG,SD,Negeri,84,8,1,6,3500,4268,75,4544991,120214058
1021,SD NEGERI 273 BULU TANAH,SD,Negeri,99,7,3,7,2200,1429,94,454487,120227821
1022,SD NEGERI 274 KALERO,SD,Negeri,49,7,3,8,5500,1442,86,4539404,120215962
1023,SD NEGERI 275 RAJA,SD,Negeri,90,7,4,7,5500,4940,77,4537422,120214702
1024,SD NEGERI 276 LEMO,SD,Negeri,109,8,1,6,5500,4438,84,4540711,120221791
1025,SD INPRES 10/73 MAROANGING,SD,Negeri,40,7,3,7,900,2900,94,4543898,120222919
1026,SD INPRES 12/79 PAKKASALO,SD,Negeri,93,7,4,7,900,1096,75,4547301,120216021
1027,SD INPRES 12/79 PATTIRO RIOLO,SD,Negeri,94,8,3,8,1300,3140,92,4547338,120217756
1028,SD INPRES 12/79 PATTIRO SOMPE,SD,Negeri,233,12,3,10,1300,2357,97,454241,120220367
1029,SD INPRES 12/79 POLEWALI,SD,Negeri,47,7,1,7,5500,2972,92,453848,12022056
1030,SD INPRES 12/79 SUMPANG MINANGAE,SD,Negeri,142,7,4,7,3500,1606,87,45538,120227243
1031,SD INPRES 12/79 TUNRENG TELLUE,SD,Negeri,145,8,3,7,5500,799,78,4548448,120230394
1032,SD INPRES 3/77 MASENRENGPULU,SD,Negeri,64,8,4,7,900,2328,73,4544254,120229722
1033,SD INPRES 3/77 POLEWALI,SD,Negeri,73,7,3,7,5500,2035,90,4544967,120216727
1034,SD INPRES 5/81 BALIENG TOA,SD,Negeri,81,7,3,8,2200,2319,90,4539419,120229742
1035,SD INPRES 5/81 LETTA TANAH,SD,Negeri,35,7,3,7,3500,2136,83,4556583,120228494
1036,SD INPRES 5/81 MALLUSETASI,SD,Negeri,52,7,3,7,2200,1498,89,4536716,120217597
1037,SD INPRES 5/81 PASAKA,SD,Negeri,114,8,4,7,900,1774,95,4539468,120227894
1038,SD INPRES 5/81 PATTIRO SOMPE,SD,Negeri,75,7,2,7,3500,3465,75,4548706,12021866
1039,SD INPRES 5/81 TADANG PALIE,SD,Negeri,51,8,2,5,1300,2434,98,454907,120211582
1040,SD INPRES 6/75 LETTA TANAH,SD,Negeri,194,10,3,9,2200,3488,94,4556241,120226092
1041,SD INPRES 6/75 MALLUSETASI,SD,Negeri,69,6,3,8,3500,842,92,4553643,120229808
1042,SD NEGERI 218 MAROANGING,SD,Negeri,71,9,2,7,5500,2865,74,4547509,120211518
1043,SD NEGERI 219 MABBIRING,SD,Negeri,100,8,3,7,5500,719,72,4543629,120229965
1044,SD NEGERI 220 CINNONG,SD,Negeri,74,7,3,7,5500,4823,87,4536953,12022739
1045,SD NEGERI 221 PATTIRO BAJO,SD,Negeri,80,7,4,7,1300,1069,89,453723,120219326
1046,SD NEGERI 222 MANAJENG,SD,Negeri,99,8,4,7,2200,4971,83,4537061,120214451
1047,SD NEGERI 223 SUMPANG MINANGAE,SD,Negeri,111,7,3,6,3500,812,73,4541979,120222997
1048,SD NEGERI 224 PATTIRO RIOLO,SD,Negeri,130,7,4,8,1300,1226,85,4541782,120216906
1049,SD NEGERI 225 PATTIRO SOMPE,SD,Negeri,90,8,2,7,3500,3104,87,4548291,120214608
1050,SD NEGERI 226 PAKKASALO,SD,Negeri,87,8,3,7,5500,1703,75,4539084,120222945
1051,SD NEGERI 227 MALUSETTASI,SD,Negeri,67,9,3,7,3500,1078,75,4551482,120230198
1052,SD NEGERI 228 TUNRENG TELLUE,SD,Negeri,100,7,3,7,1300,3496,92,455659,120218166
1053,SD NEGERI 229 PASAKA,SD,Negeri,162,7,4,7,5500,1624,82,4551471,120213727
1054,SD NEGERI 230 MASENRENG PULU,SD,Negeri,81,7,4,7,900,4512,75,4542103,1202125
1055,SD NEGERI 231 KALIBONG,SD,Negeri,97,8,4,7,5500,4001,80,4554663,120223985
1056,SD NEGERI 232 TADANG PALIE,SD,Negeri,75,7,3,7,2200,4618,78,4555429,120217809
1057,SD INPRES 10/73 LAMPOKO,SD,Negeri,53,8,4,7,5500,4233,89,4541167,12023061
1058,SD INPRES 12/79 BACU,SD,Negeri,50,8,4,7,3500,998,74,4540286,120215346
1059,SD INPRES 12/79 BAREBBO,SD,Negeri,104,7,3,6,2200,1839,74,4541142,120230996
1060,SD INPRES 12/79 CONGKO,SD,Negeri,64,6,1,7,5500,2723,79,4541191,120228008
1061,SD INPRES 12/79 KAMPUNO,SD,Negeri,80,8,0,8,5500,1120,91,4551131,120217045
1062,SD INPRES 12/79 PARIPPUNG,SD,Negeri,90,8,2,7,900,4002,81,4555924,120227978
1063,SD INPRES 12/79 WOLLANGI,SD,Negeri,68,7,3,7,900,2728,82,4553491,120227105
1064,SD INPRES 3/77 APALA,SD,Negeri,72,8,3,7,900,4952,93,4545821,120226729
1065,SD INPRES 3/77 WATU,SD,Negeri,172,10,4,9,900,3724,83,4545671,120221611
1066,SD INPRES 5/81 CEMPANIGA,SD,Negeri,32,7,3,6,2200,3788,89,4548668,120216593
1067,SD INPRES 5/81 CINNONG,SD,Negeri,50,7,1,3,3500,1477,89,4545304,120218143
1068,SD INPRES 5/81 KADING,SD,Negeri,94,7,2,6,5500,4155,82,4537274,120223478
1069,SD INPRES 5/81 KAMPUNO,SD,Negeri,82,6,3,7,2200,4782,86,4539626,120222395
1070,SD INPRES 5/81 LAMPOKO,SD,Negeri,77,7,2,6,1300,1554,70,4538506,120216391
1071,SD INPRES 5/81 SAMAELO,SD,Negeri,66,8,3,7,5500,820,89,4536779,120213156
1072,SD INPRES 5/81 WATU,SD,Negeri,48,6,1,7,1300,3341,89,4536881,12021539
1073,SD INPRES 6/75 CORAWALI,SD,Negeri,192,11,2,11,2200,2507,93,4552144,120229398
1074,SD INPRES 6/75 KADING,SD,Negeri,236,13,4,10,1300,2685,85,4542842,120224314
1075,SD NEGERI 206 APALA,SD,Negeri,100,7,3,8,1300,504,87,4550047,120227159
1076,SD NEGERI 207 APALA,SD,Negeri,98,7,3,7,3500,4658,71,4540691,120218064
1077,SD NEGERI 208 SAMAELO,SD,Negeri,46,8,3,6,2200,3873,75,4540645,120212321
1078,SD NEGERI 209 KAJAOLALIDDONG,SD,Negeri,110,8,4,7,900,3290,89,4537448,120220949
1079,SD NEGERI 210 KAJAOLALIDDONG,SD,Negeri,45,8,3,6,1300,3170,76,4550222,12022456
1080,SD NEGERI 212 CINGKANG,SD,Negeri,47,7,1,7,2200,4771,87,4543201,120225235
1081,SD NEGERI 213 BACU,SD,Negeri,57,7,3,6,5500,1740,83,4550716,120218994
1082,SD NEGERI 214 WATU,SD,Negeri,114,8,3,7,900,2190,96,454703,120228428
1083,SD NEGERI 215 KADING,SD,Negeri,63,7,2,6,2200,3137,71,4550077,120228642
1084,SD NEGERI 216 TALUNGENG,SD,Negeri,136,7,4,7,1300,1413,89,4556063,120230449
1085,SD NEGERI 217 KAMPUNO,SD,Negeri,82,6,2,7,1300,695,99,4552773,120217693
1086,SD INPRES  12/79  MACOPE,SD,Negeri,54,8,3,7,1300,2475,72,4556164,120220428
1087,SD INPRES 12/79 CAKKE BONE,SD,Negeri,149,7,4,8,5500,3009,72,4553873,120217989
1088,SD INPRES 12/79 KAJUARA,SD,Negeri,54,8,2,7,5500,719,88,4500865,120108896
1089,SD INPRES 12/79 MATUJU,SD,Negeri,58,7,3,6,3500,3409,77,4913506,120226218
1090,SD INPRES 3/77 BULUMPARE,SD,Negeri,113,7,4,7,2200,3041,85,4952577,120419647
1091,SD INPRES 3/77 CUMPIGA,SD,Negeri,111,7,0,6,2200,2022,79,4911524,11966925
1092,SD INPRES 3/77 JALING,SD,Negeri,119,8,4,7,5500,3170,88,4775981,120407238
1093,SD INPRES 4/82 PACING,SD,Negeri,0,6,3,0,1300,1604,60,4347188,120158403
1094,SD INPRES 5/81 AWOLAGADING,SD,Negeri,138,7,3,10,1300,1389,83,4575807,120313942
1095,SD INPRES 5/81 CAREBBU,SD,Negeri,77,8,3,7,5500,3182,96,4484285,120243369
1096,SD INPRES 5/81 MACOPE,SD,Negeri,59,8,2,6,2200,988,71,4210573,119674752
1097,SD INPRES 5/81 MALLARI,SD,Negeri,73,9,2,7,3500,2275,61,4572122,120328349
1098,SD INPRES 5/81 UNRA,SD,Negeri,58,8,4,8,900,960,80,4931054,120128227
1099,SD INPRES 6/75 MALLARI,SD,Negeri,47,8,1,7,900,3052,61,4935466,119966521
1100,SD INPRES 6/75 PACING,SD,Negeri,105,7,2,7,5500,4342,79,4807518,119864906
1101,SD INPRES 6/80 LATTEKKO,SD,Negeri,53,7,3,8,3500,1211,62,4291654,120044675
1102,SD INPRES 7/83 KADING,SD,Negeri,55,8,3,7,2200,4846,76,4520189,120108557
1103,SD INPRES 7/83 PACING,SD,Negeri,57,7,2,7,2200,1966,75,4681759,120361799
1104,SD NEGERI 40 MACCOPE,SD,Negeri,48,8,3,7,1300,683,88,4961616,120164195
1105,SD NEGERI 41 MALLARI,SD,Negeri,115,8,4,8,900,3513,73,4579055,120030156
1106,SD NEGERI 44 KADING,SD,Negeri,44,7,3,7,1300,3894,74,4618901,11998718
1107,SD NEGERI 45 CARIGADING,SD,Negeri,79,7,1,10,900,3377,68,4834641,120313988
1108,SD NEGERI 46 MATUJU,SD,Negeri,81,7,4,7,5500,3443,75,4636601,120289208
1109,SD NEGERI 47 UNRA,SD,Negeri,48,7,4,7,900,4909,76,4943735,11994417
1110,SD NEGERI 48 PACING,SD,Negeri,92,6,3,7,900,2399,75,4449872,120019929
1111,SD NEGERI 49 LAPPO ASE,SD,Negeri,69,8,3,7,5500,2704,77,4413558,120360086
1112,SD NEGERI 50 JALING,SD,Negeri,64,7,1,7,5500,588,70,4524344,120270314
1113,SD NEGERI 51 ABBANUANG,SD,Negeri,152,7,3,9,900,1283,89,4438517,120086657
1114,SD NEGERI 52 CAREBBU,SD,Negeri,117,7,2,6,5500,1211,68,4697138,119650013
1115,SD NEGERI 53 LATEKKO,SD,Negeri,87,6,2,6,2200,1368,75,4346918,119639995
1116,SD INPRES 10/73 WATANG PALAKKA,SD,Negeri,350,15,4,14,2200,1784,71,4302222,119688617
1117,SD INPRES 12/79 BULU TEMPE,SD,Negeri,220,10,4,9,3500,2344,93,4541867,119759016
1118,SD INPRES 12/79 JEPPEE,SD,Negeri,252,15,3,8,5500,2706,80,4829968,120196151
1119,SD INPRES 12/79 MACANANG,SD,Negeri,360,15,5,14,1300,525,80,4398093,120010324
1120,SD INPRES 12/79 POLEWALI,SD,Negeri,161,6,3,7,900,4754,63,4651778,119740846
1121,SD INPRES 6/75 MAJANG,SD,Negeri,175,9,3,13,5500,523,67,4617132,119726436
1122,SD NEGERI 22 JEPPEE,SD,Negeri,241,18,4,9,2200,4475,89,4555603,119700814
1123,SD NEGERI 23 JEPPEE,SD,Negeri,321,19,3,13,3500,4487,71,4854095,119937513
1124,SD NEGERI 24 MACANANG,SD,Negeri,591,27,5,20,2200,2009,98,4787005,119569611
1125,SD NEGERI 25 MATTIRO WALIE,SD,Negeri,197,13,1,16,900,2426,65,4238298,119970563
1126,SD NEGERI 26 WATANG PALAKKA,SD,Negeri,385,22,3,13,1300,3380,69,4536266,120310994
1127,SD NEGERI 37 MAJANG,SD,Negeri,78,7,3,12,900,528,72,4721489,119955265
1128,SD AISYIYAH MASSALEWANGENG,SD,Swasta,0,8,1,0,3500,1385,74,4415183,11959535
1129,SD Islam Terpadu Asshiddiq,SD,Swasta,425,26,3,25,5500,1862,94,4480377,120122396
1130,SD ISLAM TERPADU THIBAH,SD,Swasta,13,3,1,3,2200,959,96,4223845,119617802
1131,SD IT LOKANANTA,SD,Swasta,0,5,1,0,3500,1750,76,462383,120082567
1132,SD INPRES 10/73 BAJOE,SD,Negeri,317,16,4,8,2200,2754,87,4615682,120485532
1133,SD INPRES 10/73 WAETUWO,SD,Negeri,113,7,4,7,1300,2345,64,4932903,120422262
1134,SD INPRES 12/79 CELLU I,SD,Negeri,126,7,3,7,3500,3228,94,4972495,120428681
1135,SD INPRES 12/79 CELLU II,SD,Negeri,148,8,3,8,5500,2905,68,473962,119549343
1136,SD INPRES 12/79 LONRAE,SD,Negeri,337,15,3,10,2200,2671,65,448318,119642195
1137,SD INPRES 12/79 PALLETTE,SD,Negeri,65,8,2,7,2200,723,97,4871656,120425381
1138,SD INPRES 12/79 TORO,SD,Negeri,224,11,1,9,2200,1151,93,4662904,120290255
1139,SD INPRES 3/77 BAJOE I,SD,Negeri,145,7,2,7,900,1796,87,4513365,120316947
1140,SD INPRES 3/77 BAJOE II,SD,Negeri,169,8,4,7,900,1850,80,4661179,119852374
1141,SD INPRES 3/77 PANYULA,SD,Negeri,264,14,3,7,5500,3793,95,4417454,120303487
1142,SD INPRES 4/82 BAJOE,SD,Negeri,95,7,3,7,3500,3822,66,4472225,120448661
1143,SD INPRES 5/81 BAJOE,SD,Negeri,198,10,4,8,5500,3784,93,4472034,119898737
1144,SD INPRES 5/81 TIBOJONG,SD,Negeri,228,11,3,8,3500,541,73,4246314,119935535
1145,SD INPRES 5/81 WAETUWO,SD,Negeri,113,8,4,7,2200,4768,77,4950831,120463603
1146,SD NEGERI 16 CELLU,SD,Negeri,102,8,3,7,3500,2871,85,4824272,119678096
1147,SD NEGERI 17 BAJOE,SD,Negeri,246,13,3,7,3500,1312,75,4385193,11966937
1148,SD NEGERI 18 BAJOE,SD,Negeri,212,10,3,7,2200,1942,62,4314249,120282349
1149,SD NEGERI 19 TORO,SD,Negeri,104,7,2,7,900,2805,87,48564,120445253
1150,SD NEGERI 20 PANYULA,SD,Negeri,141,7,3,6,900,1362,67,4678487,120209085
1151,SD NEGERI 21 PANYULA,SD,Negeri,188,10,2,10,5500,704,88,4897391,120428475
1152,SD NEGERI 42 WAETUWO,SD,Negeri,147,9,3,8,2200,1142,63,451375,120363622
1153,SD NEGERI 43 PALLETTE,SD,Negeri,88,6,2,7,900,4197,68,453249,120020964
1154,SD HAFIZH ALQURBAH,SD,Swasta,158,10,2,5,900,4270,94,4538673,119809158
1155,SD IT ALHASBAH,SD,Swasta,19,4,2,3,1300,3179,77,4300749,120416984
1156,SDIT AL HIKMAH,SD,Swasta,130,6,1,7,5500,2224,85,4946355,119924385
1157,SDIT AL AMIR FIL JANNAH,SD,Swasta,158,12,3,8,1300,1023,81,427885,119517509
1158,SD INPRES 10/73 CEPPAGA,SD,Negeri,75,8,2,8,3500,3736,74,481916,119912726
1159,SD INPRES 12/79 BINUANG,SD,Negeri,63,7,2,8,1300,1387,61,4901514,119722881
1160,SD INPRES 12/79 CEPPAGA,SD,Negeri,61,6,3,7,2200,2314,80,4517778,11985132
1161,SD INPRES 12/79 PITUMPIDANGE,SD,Negeri,34,8,1,6,900,3396,67,4775368,119747752
1162,SD INPRES 12/79 POLEWALI,SD,Negeri,107,7,3,7,2200,501,76,4328026,119948185
1163,SD INPRES 12/79 TAPPALE,SD,Negeri,72,8,3,7,2200,2630,78,4689993,119752501
1164,SD INPRES 3/77 BUNE,SD,Negeri,157,9,4,13,3500,4489,75,4628254,120243822
1165,SD INPRES 3/77 MALLINRUNG,SD,Negeri,109,9,2,7,3500,601,79,4354826,1195568
1166,SD INPRES 4/82 SWADAYA,SD,Negeri,41,7,1,11,5500,2119,62,4638219,119574909
1167,SD INPRES 5/81 BARINGENG,SD,Negeri,124,7,3,16,2200,4220,87,4958838,119548665
1168,SD INPRES 5/81 MATTIRO BULU,SD,Negeri,57,8,1,6,1300,4195,94,466133,120018287
1169,SD INPRES 5/81 PONREPONRE,SD,Negeri,176,11,2,10,5500,4049,75,4792389,120227966
1170,SD INPRES 5/81 WANUA WARU,SD,Negeri,161,7,4,7,1300,971,92,4765295,120428822
1171,SD INPRES 6/75 TANA BATUE,SD,Negeri,94,8,3,6,900,2071,91,4574788,119714372
1172,SD INPRES 6/86 LABURASENG,SD,Negeri,110,7,1,6,5500,4846,94,4952575,12024937
1173,SD INPRES 7/83 BUNE,SD,Negeri,67,8,2,6,1300,1065,63,4747563,119826336
1174,SD NEGERI 176 TANA BATUE,SD,Negeri,128,7,3,8,3500,1561,88,4408114,119971054
1175,SD NEGERI 177 TANAH BATUE,SD,Negeri,89,8,1,6,5500,4033,65,4731826,119994576
1176,SD NEGERI 178 BINUANG,SD,Negeri,75,6,1,7,1300,1452,69,4634628,119626779
1177,SD NEGERI 179 MALLINRUNG,SD,Negeri,102,8,3,7,1300,2042,61,4736222,120231423
1178,SD NEGERI 180 BUNE,SD,Negeri,56,8,3,7,2200,4920,93,4364255,120173699
1179,SD NEGERI 181 CEPPAGA,SD,Negeri,81,6,2,8,3500,2567,78,4761249,119568405
1180,SD NEGERI 182 CEPPAGA,SD,Negeri,38,8,2,7,5500,754,86,4692467,119952118
1181,SD NEGERI 183 PITUMPIDANGE,SD,Negeri,69,7,3,6,5500,1769,87,4297897,119529245
1182,SD NEGERI 184 POLEWALI,SD,Negeri,80,6,1,7,1300,2346,66,4847014,119585702
1183,SD NEGERI 185 MARIO,SD,Negeri,144,9,2,8,1300,1243,95,428727,120381485
1184,SD NEGERI 186 TAPPALE,SD,Negeri,55,8,3,6,1300,2690,90,4304888,119912487
1185,SD NEGERI 187 TOMPO BULU,SD,Negeri,95,7,2,7,1300,4631,84,4999302,1204771
1186,SD NEGERI 300 POLEONRO,SD,Negeri,41,8,3,8,2200,1162,65,443734,120388727
1187,SD YAYASAN PABRIK GULA CAMMING,SD,Swasta,152,13,3,11,5500,2078,87,4283215,119646076
1188,SD INPRES 10/73 TANETE,SD,Negeri,186,8,4,11,5500,3976,61,4490835,120398206
1189,SD INPRES 12/79 ABBUMPUNGENG,SD,Negeri,110,8,3,8,2200,3657,64,4950265,119877287
1190,SD INPRES 12/79 ARASOE,SD,Negeri,109,8,2,7,2200,3737,66,4878449,120051768
1191,SD INPRES 12/79 LOMPU,SD,Negeri,91,8,3,7,1300,1157,86,423885,120233892
1192,SD INPRES 12/79 WALENRENG 1,SD,Negeri,111,8,1,7,2200,1045,90,4777925,11964605
1193,SD INPRES 12/79 WALENRENG II,SD,Negeri,45,7,2,6,900,3901,86,4304838,120303381
1194,SD INPRES 3/77 ARASOE,SD,Negeri,105,9,4,8,2200,1635,90,4513987,120426917
1195,SD INPRES 3/77 KANCO,SD,Negeri,50,7,4,7,5500,3876,68,4280549,120225179
1196,SD INPRES 4/82 ABBUMPUNGENG,SD,Negeri,101,8,2,7,1300,3182,84,4702813,119855109
1197,SD INPRES 4/82 ARASOE,SD,Negeri,71,8,3,8,900,3207,65,4931723,11973585
1198,SD INPRES 5/81 AJANGPULU,SD,Negeri,69,8,3,7,5500,4757,88,4940102,12028788
1199,SD INPRES 5/81 AWO I,SD,Negeri,90,7,2,7,3500,4133,77,4449975,120037852
1200,SD INPRES 5/81 AWO II,SD,Negeri,39,7,2,6,5500,4078,70,4344561,120387797
1201,SD INPRES 6/75 CINENNUNG,SD,Negeri,86,8,4,8,3500,1300,79,4398283,119801762
1202,SD INPRES 6/75 WALENRENG,SD,Negeri,87,8,4,7,900,860,98,430512,12037616
1203,SD INPRES 6/80 KAWERANG,SD,Negeri,99,9,4,9,2200,4448,92,4746202,119563372
1204,SD INPRES 7/83 TANETE,SD,Negeri,99,8,3,7,5500,4224,73,4435913,119777049
1205,SD NEGERI 197 TANETE HARAPAN,SD,Negeri,118,8,4,8,3500,1366,97,4964063,120091261
1206,SD NEGERI 198 CINENNUNG,SD,Negeri,204,14,4,15,5500,1606,96,4677435,120291501
1207,SD NEGERI 199 ARASOE,SD,Negeri,167,9,2,12,3500,1560,88,4711643,120290955
1208,SD NEGERI 200 LOMPU,SD,Negeri,118,8,1,7,1300,2410,87,4259928,119899223
1209,SD NEGERI 201 AJANGPULU,SD,Negeri,113,7,4,7,900,1089,87,4783314,119728078
1210,SD NEGERI 202 KANCO,SD,Negeri,53,7,2,6,5500,4368,77,4606662,120094359
1211,SD NEGERI 203 AWO,SD,Negeri,52,8,2,7,900,1415,97,4728338,119767327
1212,SD NEGERI 204 WALENRENG,SD,Negeri,83,7,4,7,5500,1950,74,4386455,120257334
1213,SD NEGERI 205 PADANG LOANG,SD,Negeri,44,8,2,6,2200,3253,79,4606599,119609909
1214,SD NEGERI 301 CINENNUNG,SD,Negeri,61,7,3,7,2200,3785,100,4281307,119944665
1215,SD INPRES  12/79  LABOTTO,SD,Negeri,78,8,1,8,1300,4702,78,4834473,119632536
1216,SD INPRES 10/73 UJUNG TANAH,SD,Negeri,42,5,2,7,3500,3515,92,4296696,119906624
1217,SD INPRES 12/79 CENRANA,SD,Negeri,63,6,3,6,2200,960,84,4945423,120154395
1218,SD INPRES 12/79 NAGAULENG,SD,Negeri,110,8,2,6,2200,1404,61,4620676,120478117
1219,SD INPRES 12/79 PANYIWI,SD,Negeri,76,7,2,6,5500,957,73,488548,120061276
1220,SD INPRES 12/79 WATU,SD,Negeri,81,7,2,6,3500,4086,92,4354938,119523984
1221,SD INPRES 3/77 PALLIME,SD,Negeri,47,5,2,7,1300,3215,71,4208574,119794289
1222,SD INPRES 3/77 WATANG LABOTTO,SD,Negeri,92,6,4,7,1300,3091,84,4312453,120442682
1223,SD INPRES 4/82 PANYIWI,SD,Negeri,55,7,2,6,3500,3533,62,448697,120077944
1224,SD INPRES 4/82 PUSUNGE,SD,Negeri,61,6,3,6,5500,3329,70,438149,119739657
1225,SD INPRES 5/81 LATONRO,SD,Negeri,91,6,3,13,5500,4311,62,4879744,119733604
1226,SD INPRES 5/81 UJUNG TANAH,SD,Negeri,24,6,3,6,5500,4836,94,4700805,119975633
1227,SD INPRES 5/81 WATANG CENRANA,SD,Negeri,108,6,2,6,900,4161,78,4573165,120299611
